,Pollutant,Symbol,State,CAV_adoption,Year,Concern,Total Emmisions,UOM
Pollutant,Manganese,Mn,VA,Top,2011.0,Health,295.77334794974126,LB
Pollutant,Mercury,Hg,VA,Top,2011.0,Health,20.811980975666216,LB
Pollutant,Methane,CH4,VA,Top,2011.0,GHG,2188.32559599549,TON
Pollutant,Nickel,Ni,VA,Top,2011.0,Health,374.2810768214407,LB
Pollutant,Nitrogen Oxides,NOx,VA,Top,2011.0,Health,145761.7956832654,TON
Pollutant,Nitrous Oxide,N2O,VA,Top,2011.0,GHG,1653.878446614806,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,VA,Top,2011.0,Health,7214.79576928871,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,VA,Top,2011.0,Health,4395.05155048876,TON
Pollutant,Sulfur Dioxide,SO2,VA,Top,2011.0,Health,712.7454427028119,TON
Pollutant,Volatile Organic Compounds,VOC,VA,Top,2011.0,Health,63850.0823854732,TON
Pollutant,Carbon Dioxide,CO2,WV,Bottom,2011.0,GHG,10631304.234536,TON
Pollutant,Carbon Monoxide,CO,WV,Bottom,2011.0,GHG,185578.55902253,TON
Pollutant,Chromium (VI),Cr VI,WV,Bottom,2011.0,Health,0.480378098873438,LB
Pollutant,Manganese,Mn,WV,Bottom,2011.0,Health,66.1617906928082,LB
Pollutant,Mercury,Hg,WV,Bottom,2011.0,Health,4.3289018912915,LB
Pollutant,Methane,CH4,WV,Bottom,2011.0,GHG,689.1972568718,TON
Pollutant,Nickel,Ni,WV,Bottom,2011.0,Health,85.8708873986422,LB
Pollutant,Nitrogen Oxides,NOx,WV,Bottom,2011.0,Health,41879.391652859,TON
Pollutant,Nitrous Oxide,N2O,WV,Bottom,2011.0,GHG,462.65540789141,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,WV,Bottom,2011.0,Health,2201.8280774432,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,WV,Bottom,2011.0,Health,1287.2693786319,TON
Pollutant,Sulfur Dioxide,SO2,WV,Bottom,2011.0,Health,179.53273932433,TON
Pollutant,Volatile Organic Compounds,VOC,WV,Bottom,2011.0,Health,20759.033755888,TON
Pollutant,Carbon Dioxide,CO2,AL,Bottom,2011.0,GHG,40302510.906096,TON
Pollutant,Carbon Monoxide,CO,AL,Bottom,2011.0,GHG,701777.6914722,TON
Pollutant,Chromium (VI),Cr VI,AL,Bottom,2011.0,Health,1.74908148644458,LB
Pollutant,Manganese,Mn,AL,Bottom,2011.0,Health,243.22319745426,LB
Pollutant,Mercury,Hg,AL,Bottom,2011.0,Health,15.6803981952544,LB
Pollutant,Methane,CH4,AL,Bottom,2011.0,GHG,2120.5577369342,TON
Pollutant,Nickel,Ni,AL,Bottom,2011.0,Health,317.290485638906,LB
Pollutant,Nitrogen Oxides,NOx,AL,Bottom,2011.0,Health,152745.4848092,TON
Pollutant,Nitrous Oxide,N2O,AL,Bottom,2011.0,GHG,1554.2298204397,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,AL,Bottom,2011.0,Health,8511.490015747,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,AL,Bottom,2011.0,Health,4685.0614899438,TON
Pollutant,Sulfur Dioxide,SO2,AL,Bottom,2011.0,Health,683.0679618073,TON
Pollutant,Volatile Organic Compounds,VOC,AL,Bottom,2011.0,Health,76388.35631317,TON
Pollutant,Carbon Dioxide,CO2,KY,Bottom,2011.0,GHG,29756708.4509172,TON
Pollutant,Carbon Monoxide,CO,KY,Bottom,2011.0,GHG,498980.44622476,TON
Pollutant,Chromium (VI),Cr VI,KY,Bottom,2011.0,Health,1.32665133821504,LB
Pollutant,Manganese,Mn,KY,Bottom,2011.0,Health,183.6560275003026,LB
Pollutant,Mercury,Hg,KY,Bottom,2011.0,Health,11.924079436536,LB
Pollutant,Methane,CH4,KY,Bottom,2011.0,GHG,1710.21073912578,TON
Pollutant,Nickel,Ni,KY,Bottom,2011.0,Health,239.0096674359972,LB
Pollutant,Nitrogen Oxides,NOx,KY,Bottom,2011.0,Health,115640.847780276,TON
Pollutant,Nitrous Oxide,N2O,KY,Bottom,2011.0,GHG,1138.95641463607,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,KY,Bottom,2011.0,Health,5786.2615433202,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,KY,Bottom,2011.0,Health,3390.32763697498,TON
Pollutant,Sulfur Dioxide,SO2,KY,Bottom,2011.0,Health,503.15653176242,TON
Pollutant,Volatile Organic Compounds,VOC,KY,Bottom,2011.0,Health,50934.122835138,TON
Pollutant,Carbon Dioxide,CO2,MI,Bottom,2011.0,GHG,53515173.1689442,TON
Pollutant,Carbon Monoxide,CO,MI,Bottom,2011.0,GHG,1047726.29264573,TON
Pollutant,Chromium (VI),Cr VI,MI,Bottom,2011.0,Health,2.627776462999336,LB
Pollutant,Manganese,Mn,MI,Bottom,2011.0,Health,343.35067451296743,LB
Pollutant,Mercury,Hg,MI,Bottom,2011.0,Health,24.45399009400734,LB
Pollutant,Methane,CH4,MI,Bottom,2011.0,GHG,3466.26222260445,TON
Pollutant,Nickel,Ni,MI,Bottom,2011.0,Health,432.3407402897452,LB
Pollutant,Nitrogen Oxides,NOx,MI,Bottom,2011.0,Health,194730.386067826,TON
Pollutant,Nitrous Oxide,N2O,MI,Bottom,2011.0,GHG,2193.10060149956,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,MI,Bottom,2011.0,Health,10972.237552224,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,MI,Bottom,2011.0,Health,6293.2473193936,TON
Pollutant,Sulfur Dioxide,SO2,MI,Bottom,2011.0,Health,955.16349711469,TON
Pollutant,Volatile Organic Compounds,VOC,MI,Bottom,2011.0,Health,106976.4794677,TON
Pollutant,Carbon Dioxide,CO2,LA,Bottom,2011.0,GHG,29232056.132908,TON
Pollutant,Carbon Monoxide,CO,LA,Bottom,2011.0,GHG,464443.2790744,TON
Pollutant,Chromium (VI),Cr VI,LA,Bottom,2011.0,Health,1.24753619371542,LB
Pollutant,Manganese,Mn,LA,Bottom,2011.0,Health,169.31715184610601,LB
Pollutant,Mercury,Hg,LA,Bottom,2011.0,Health,11.3262281839094,LB
Pollutant,Methane,CH4,LA,Bottom,2011.0,GHG,1447.6104717023,TON
Pollutant,Nickel,Ni,LA,Bottom,2011.0,Health,218.0160755684906,LB
Pollutant,Nitrogen Oxides,NOx,LA,Bottom,2011.0,Health,94078.36668512,TON
Pollutant,Nitrous Oxide,N2O,LA,Bottom,2011.0,GHG,1095.5870044347,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,LA,Bottom,2011.0,Health,5906.5932202272,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,LA,Bottom,2011.0,Health,2983.7396701509,TON
Pollutant,Sulfur Dioxide,SO2,LA,Bottom,2011.0,Health,505.63172775111997,TON
Pollutant,Volatile Organic Compounds,VOC,LA,Bottom,2011.0,Health,48655.625340086,TON
Pollutant,Carbon Dioxide,CO2,AR,Bottom,2011.0,GHG,22555450.554002,TON
Pollutant,Carbon Monoxide,CO,AR,Bottom,2011.0,GHG,330470.6313199,TON
Pollutant,Chromium (VI),Cr VI,AR,Bottom,2011.0,Health,0.89316654691306,LB
Pollutant,Manganese,Mn,AR,Bottom,2011.0,Health,132.064139817452,LB
Pollutant,Mercury,Hg,AR,Bottom,2011.0,Health,7.7118346421534,LB
Pollutant,Methane,CH4,AR,Bottom,2011.0,GHG,1281.9398613646,TON
Pollutant,Nickel,Ni,AR,Bottom,2011.0,Health,177.7422107278158,LB
Pollutant,Nitrogen Oxides,NOx,AR,Bottom,2011.0,Health,91215.33691246,TON
Pollutant,Nitrous Oxide,N2O,AR,Bottom,2011.0,GHG,746.4205884792,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,AR,Bottom,2011.0,Health,4971.1266345522,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,AR,Bottom,2011.0,Health,2981.0985308907,TON
Pollutant,Sulfur Dioxide,SO2,AR,Bottom,2011.0,Health,360.1257767738,TON
Pollutant,Volatile Organic Compounds,VOC,AR,Bottom,2011.0,Health,35406.516200549,TON
Pollutant,Carbon Dioxide,CO2,OK,Bottom,2011.0,GHG,30593845.915625,TON
Pollutant,Carbon Monoxide,CO,OK,Bottom,2011.0,GHG,516140.83265636,TON
Pollutant,Chromium (VI),Cr VI,OK,Bottom,2011.0,Health,1.278069291228436,LB
Pollutant,Manganese,Mn,OK,Bottom,2011.0,Health,178.609176399922,LB
Pollutant,Mercury,Hg,OK,Bottom,2011.0,Health,11.41653725368528,LB
Pollutant,Methane,CH4,OK,Bottom,2011.0,GHG,1683.9755758717,TON
Pollutant,Nickel,Ni,OK,Bottom,2011.0,Health,233.630938564396,LB
Pollutant,Nitrogen Oxides,NOx,OK,Bottom,2011.0,Health,115105.48620213,TON
Pollutant,Nitrous Oxide,N2O,OK,Bottom,2011.0,GHG,1199.06371644493,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,OK,Bottom,2011.0,Health,6566.0627994597,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,OK,Bottom,2011.0,Health,3555.0147365668,TON
Pollutant,Sulfur Dioxide,SO2,OK,Bottom,2011.0,Health,515.51709502037,TON
Pollutant,Volatile Organic Compounds,VOC,OK,Bottom,2011.0,Health,54975.239752283,TON
Pollutant,Carbon Dioxide,CO2,CA,Top,2011.0,GHG,184193673.676241,TON
Pollutant,Carbon Monoxide,CO,CA,Top,2011.0,GHG,1586343.71094015,TON
Pollutant,Chromium (VI),Cr VI,CA,Top,2011.0,Health,367.8490329853344,LB
Pollutant,Manganese,Mn,CA,Top,2011.0,Health,558.548888644626,LB
Pollutant,Mercury,Hg,CA,Top,2011.0,Health,152.8261031661862,LB
Pollutant,Methane,CH4,CA,Top,2011.0,GHG,4755.38816964444,TON
Pollutant,Nickel,Ni,CA,Top,2011.0,Health,1066.833244750321,LB
Pollutant,Nitrogen Oxides,NOx,CA,Top,2011.0,Health,413442.215799498,TON
Pollutant,Nitrous Oxide,N2O,CA,Top,2011.0,GHG,7958.30471783619,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,CA,Top,2011.0,Health,29195.47105127989,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,CA,Top,2011.0,Health,16568.80417497903,TON
Pollutant,Sulfur Dioxide,SO2,CA,Top,2011.0,Health,1976.90971341276,TON
Pollutant,Volatile Organic Compounds,VOC,CA,Top,2011.0,Health,172028.306392648,TON
Pollutant,Carbon Dioxide,CO2,WA,Top,2011.0,GHG,36121182.386709,TON
Pollutant,Carbon Monoxide,CO,WA,Top,2011.0,GHG,809244.5357848901,TON
Pollutant,Chromium (VI),Cr VI,WA,Top,2011.0,Health,1.540637423433632,LB
Pollutant,Manganese,Mn,WA,Top,2011.0,Health,215.831623812778,LB
Pollutant,Mercury,Hg,WA,Top,2011.0,Health,13.7937719455664,LB
Pollutant,Methane,CH4,WA,Top,2011.0,GHG,2448.0193051922,TON
Pollutant,Nickel,Ni,WA,Top,2011.0,Health,282.5849767129444,LB
Pollutant,Nitrogen Oxides,NOx,WA,Top,2011.0,Health,163897.755038987,TON
Pollutant,Nitrous Oxide,N2O,WA,Top,2011.0,GHG,1900.07922101024,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,WA,Top,2011.0,Health,9406.8173375893,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,WA,Top,2011.0,Health,5389.6990374392,TON
Pollutant,Sulfur Dioxide,SO2,WA,Top,2011.0,Health,618.4130270941,TON
Pollutant,Volatile Organic Compounds,VOC,WA,Top,2011.0,Health,77859.741481864,TON
Pollutant,Carbon Dioxide,CO2,OR,Top,2011.0,GHG,19046666.950371,TON
Pollutant,Carbon Monoxide,CO,OR,Top,2011.0,GHG,427977.0551146,TON
Pollutant,Chromium (VI),Cr VI,OR,Top,2011.0,Health,0.8829130633696081,LB
Pollutant,Manganese,Mn,OR,Top,2011.0,Health,117.111028949026,LB
Pollutant,Mercury,Hg,OR,Top,2011.0,Health,8.1344553875906,LB
Pollutant,Methane,CH4,OR,Top,2011.0,GHG,1277.7006922007,TON
Pollutant,Nickel,Ni,OR,Top,2011.0,Health,148.831063576637,LB
Pollutant,Nitrogen Oxides,NOx,OR,Top,2011.0,Health,80981.220301646,TON
Pollutant,Nitrous Oxide,N2O,OR,Top,2011.0,GHG,1164.9210323361,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,OR,Top,2011.0,Health,4411.3999911161,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,OR,Top,2011.0,Health,2440.4553256853,TON
Pollutant,Sulfur Dioxide,SO2,OR,Top,2011.0,Health,333.05351184913,TON
Pollutant,Volatile Organic Compounds,VOC,OR,Top,2011.0,Health,45206.58223254,TON
Pollutant,Carbon Dioxide,CO2,HI,Top,2011.0,GHG,5549074.45682,TON
Pollutant,Carbon Monoxide,CO,HI,Top,2011.0,GHG,109427.8825125,TON
Pollutant,Chromium (VI),Cr VI,HI,Top,2011.0,Health,0.25851783589222,LB
Pollutant,Manganese,Mn,HI,Top,2011.0,Health,31.898729443408,LB
Pollutant,Mercury,Hg,HI,Top,2011.0,Health,2.46997843158,LB
Pollutant,Methane,CH4,HI,Top,2011.0,GHG,280.877439803,TON
Pollutant,Nickel,Ni,HI,Top,2011.0,Health,38.80171386307,LB
Pollutant,Nitrogen Oxides,NOx,HI,Top,2011.0,Health,15503.36819178,TON
Pollutant,Nitrous Oxide,N2O,HI,Top,2011.0,GHG,302.5562184138,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,HI,Top,2011.0,Health,305.2216672984,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,HI,Top,2011.0,Health,276.5932788502,TON
Pollutant,Sulfur Dioxide,SO2,HI,Top,2011.0,Health,102.4887215103,TON
Pollutant,Volatile Organic Compounds,VOC,HI,Top,2011.0,Health,11180.23793539,TON
Pollutant,Carbon Dioxide,CO2,CO,Top,2011.0,GHG,27874763.077562,TON
Pollutant,Carbon Monoxide,CO,CO,Top,2011.0,GHG,582060.39287358,TON
Pollutant,Chromium (VI),Cr VI,CO,Top,2011.0,Health,1.245312255488098,LB
Pollutant,Manganese,Mn,CO,Top,2011.0,Health,162.5899593710652,LB
Pollutant,Mercury,Hg,CO,Top,2011.0,Health,11.56242075016608,LB
Pollutant,Methane,CH4,CO,Top,2011.0,GHG,1902.55452641937,TON
Pollutant,Nickel,Ni,CO,Top,2011.0,Health,204.76067786488295,LB
Pollutant,Nitrogen Oxides,NOx,CO,Top,2011.0,Health,105790.317986219,TON
Pollutant,Nitrous Oxide,N2O,CO,Top,2011.0,GHG,1377.6395168409,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,CO,Top,2011.0,Health,6188.4687100806,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,CO,Top,2011.0,Health,3172.96513653436,TON
Pollutant,Sulfur Dioxide,SO2,CO,Top,2011.0,Health,496.597526163424,TON
Pollutant,Volatile Organic Compounds,VOC,CO,Top,2011.0,Health,57198.9665926799,TON
Pollutant,Carbon Dioxide,CO2,NV,Top,2011.0,GHG,15612918.844922,TON
Pollutant,Carbon Monoxide,CO,NV,Top,2011.0,GHG,258112.1977471,TON
Pollutant,Chromium (VI),Cr VI,NV,Top,2011.0,Health,0.67717153580976,LB
Pollutant,Manganese,Mn,NV,Top,2011.0,Health,89.002085475332,LB
Pollutant,Mercury,Hg,NV,Top,2011.0,Health,6.264685511207,LB
Pollutant,Methane,CH4,NV,Top,2011.0,GHG,771.1588567586,TON
Pollutant,Nickel,Ni,NV,Top,2011.0,Health,112.51248503553019,LB
Pollutant,Nitrogen Oxides,NOx,NV,Top,2011.0,Health,56022.07555805,TON
Pollutant,Nitrous Oxide,N2O,NV,Top,2011.0,GHG,590.30932103461,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,NV,Top,2011.0,Health,3421.4762305996,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,NV,Top,2011.0,Health,1625.441724232,TON
Pollutant,Sulfur Dioxide,SO2,NV,Top,2011.0,Health,272.19461966662,TON
Pollutant,Volatile Organic Compounds,VOC,NV,Top,2011.0,Health,24209.495075138,TON
Pollutant,Carbon Dioxide,CO2,ND,Bottom,2011.0,GHG,5916956.607232,TON
Pollutant,Carbon Monoxide,CO,ND,Bottom,2011.0,GHG,111214.35340797,TON
Pollutant,Chromium (VI),Cr VI,ND,Bottom,2011.0,Health,0.247572570357006,LB
Pollutant,Manganese,Mn,ND,Bottom,2011.0,Health,36.1949079118978,LB
Pollutant,Mercury,Hg,ND,Bottom,2011.0,Health,2.15320938053128,LB
Pollutant,Methane,CH4,ND,Bottom,2011.0,GHG,414.83296437954,TON
Pollutant,Nickel,Ni,ND,Bottom,2011.0,Health,48.4448546508918,LB
Pollutant,Nitrogen Oxides,NOx,ND,Bottom,2011.0,Health,26420.107275484,TON
Pollutant,Nitrous Oxide,N2O,ND,Bottom,2011.0,GHG,226.11964213058,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,ND,Bottom,2011.0,Health,1450.7161746013,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,ND,Bottom,2011.0,Health,941.491919404,TON
Pollutant,Sulfur Dioxide,SO2,ND,Bottom,2011.0,Health,96.77564247359,TON
Pollutant,Volatile Organic Compounds,VOC,ND,Bottom,2011.0,Health,11719.239631813,TON
Pollutant,Carbon Dioxide,CO2,WY,Bottom,2011.0,GHG,6695263.951498,TON
Pollutant,Carbon Monoxide,CO,WY,Bottom,2011.0,GHG,111918.9571022,TON
Pollutant,Chromium (VI),Cr VI,WY,Bottom,2011.0,Health,0.252639118536896,LB
Pollutant,Manganese,Mn,WY,Bottom,2011.0,Health,39.284509588956,LB
Pollutant,Mercury,Hg,WY,Bottom,2011.0,Health,2.1112981824248,LB
Pollutant,Methane,CH4,WY,Bottom,2011.0,GHG,496.0136882174,TON
Pollutant,Nickel,Ni,WY,Bottom,2011.0,Health,54.1277737052722,LB
Pollutant,Nitrogen Oxides,NOx,WY,Bottom,2011.0,Health,35103.0342445,TON
Pollutant,Nitrous Oxide,N2O,WY,Bottom,2011.0,GHG,219.8467043057,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,WY,Bottom,2011.0,Health,1644.46569909,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,WY,Bottom,2011.0,Health,1107.4798277728,TON
Pollutant,Sulfur Dioxide,SO2,WY,Bottom,2011.0,Health,102.78274572993,TON
Pollutant,Volatile Organic Compounds,VOC,WY,Bottom,2011.0,Health,11742.413857581,TON
Pollutant,Carbon Dioxide,CO2,SD,Bottom,2011.0,GHG,5652567.4546529,TON
Pollutant,Carbon Monoxide,CO,SD,Bottom,2011.0,GHG,128983.70142176,TON
Pollutant,Chromium (VI),Cr VI,SD,Bottom,2011.0,Health,0.24309796212787,LB
Pollutant,Manganese,Mn,SD,Bottom,2011.0,Health,33.9966042441894,LB
Pollutant,Mercury,Hg,SD,Bottom,2011.0,Health,2.17389539215144,LB
Pollutant,Methane,CH4,SD,Bottom,2011.0,GHG,468.69602518423,TON
Pollutant,Nickel,Ni,SD,Bottom,2011.0,Health,44.47994629987018,LB
Pollutant,Nitrogen Oxides,NOx,SD,Bottom,2011.0,Health,26525.074882571,TON
Pollutant,Nitrous Oxide,N2O,SD,Bottom,2011.0,GHG,288.00712264439,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,SD,Bottom,2011.0,Health,1281.3954282388,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,SD,Bottom,2011.0,Health,818.94553583547,TON
Pollutant,Sulfur Dioxide,SO2,SD,Bottom,2011.0,Health,95.399377002389,TON
Pollutant,Volatile Organic Compounds,VOC,SD,Bottom,2011.0,Health,13920.3859391539,TON
Pollutant,Carbon Dioxide,CO2,VT,Top,2014.0,GHG,3900878.96137579,TON
Pollutant,Carbon Monoxide,CO,VT,Top,2014.0,GHG,47145.560440082,TON
Pollutant,Chromium (VI),Cr VI,VT,Top,2014.0,Health,0.186566147262468,LB
Pollutant,Manganese,Mn,VT,Top,2014.0,Health,107.15047002989961,LB
Pollutant,Mercury,Hg,VT,Top,2014.0,Health,1.7595129725799161,LB
Pollutant,Methane,CH4,VT,Top,2014.0,GHG,186.50966217456,TON
Pollutant,Nickel,Ni,VT,Top,2014.0,Health,28.52715360119328,LB
Pollutant,Nitrogen Oxides,NOx,VT,Top,2014.0,Health,7618.9837748375,TON
Pollutant,Nitrous Oxide,N2O,VT,Top,2014.0,GHG,109.03109125937,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,VT,Top,2014.0,Health,683.2890245144,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,VT,Top,2014.0,Health,315.67840186947,TON
Pollutant,Sulfur Dioxide,SO2,VT,Top,2014.0,Health,80.938929935389,TON
Pollutant,Volatile Organic Compounds,VOC,VT,Top,2014.0,Health,4523.2760111604,TON
Pollutant,Carbon Dioxide,CO2,MA,Top,2014.0,GHG,28297192.4368139,TON
Pollutant,Carbon Monoxide,CO,MA,Top,2014.0,GHG,312802.92207132,TON
Pollutant,Chromium (VI),Cr VI,MA,Top,2014.0,Health,1.442371962850786,LB
Pollutant,Manganese,Mn,MA,Top,2014.0,Health,759.57328896433,LB
Pollutant,Mercury,Hg,MA,Top,2014.0,Health,13.9771171384729,LB
Pollutant,Methane,CH4,MA,Top,2014.0,GHG,1093.761586106,TON
Pollutant,Nickel,Ni,MA,Top,2014.0,Health,202.950073926985,LB
Pollutant,Nitrogen Oxides,NOx,MA,Top,2014.0,Health,44728.953092188,TON
Pollutant,Nitrous Oxide,N2O,MA,Top,2014.0,GHG,845.15772817713,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,MA,Top,2014.0,Health,4282.2342590867,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,MA,Top,2014.0,Health,1726.23280518167,TON
Pollutant,Sulfur Dioxide,SO2,MA,Top,2014.0,Health,554.977112807561,TON
Pollutant,Volatile Organic Compounds,VOC,MA,Top,2014.0,Health,29365.429359141,TON
Pollutant,Carbon Dioxide,CO2,MD,Top,2014.0,GHG,31508434.584902,TON
Pollutant,Carbon Monoxide,CO,MD,Top,2014.0,GHG,369937.62773515,TON
Pollutant,Chromium (VI),Cr VI,MD,Top,2014.0,Health,1.4857849546800599,LB
Pollutant,Manganese,Mn,MD,Top,2014.0,Health,807.528097972388,LB
Pollutant,Mercury,Hg,MD,Top,2014.0,Health,13.7418749989218,LB
Pollutant,Methane,CH4,MD,Top,2014.0,GHG,1264.0525103926,TON
Pollutant,Nickel,Ni,MD,Top,2014.0,Health,239.812626293042,LB
Pollutant,Nitrogen Oxides,NOx,MD,Top,2014.0,Health,73231.697216762,TON
Pollutant,Nitrous Oxide,N2O,MD,Top,2014.0,GHG,876.25028712779,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,MD,Top,2014.0,Health,5510.9964505924,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,MD,Top,2014.0,Health,2743.69470815365,TON
Pollutant,Sulfur Dioxide,SO2,MD,Top,2014.0,Health,536.65986238165,TON
Pollutant,Volatile Organic Compounds,VOC,MD,Top,2014.0,Health,33808.090196955,TON
Pollutant,Carbon Dioxide,CO2,VA,Top,2014.0,GHG,46861751.05825988,TON
Pollutant,Carbon Monoxide,CO,VA,Top,2014.0,GHG,704749.813897971,TON
Pollutant,Chromium (VI),Cr VI,VA,Top,2014.0,Health,2.225244285497776,LB
Pollutant,Manganese,Mn,VA,Top,2014.0,Health,1081.417068273166,LB
Pollutant,Mercury,Hg,VA,Top,2014.0,Health,20.53983794444421,LB
Pollutant,Methane,CH4,VA,Top,2014.0,GHG,2015.718485961085,TON
Pollutant,Nickel,Ni,VA,Top,2014.0,Health,365.72574008370856,LB
Pollutant,Nitrogen Oxides,NOx,VA,Top,2014.0,Health,132762.4133965295,TON
Pollutant,Nitrous Oxide,N2O,VA,Top,2014.0,GHG,1520.226227597543,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,VA,Top,2014.0,Health,7703.19282915304,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,VA,Top,2014.0,Health,4021.517432593442,TON
Pollutant,Sulfur Dioxide,SO2,VA,Top,2014.0,Health,849.916776594884,TON
Pollutant,Volatile Organic Compounds,VOC,VA,Top,2014.0,Health,65139.8075935395,TON
Pollutant,Carbon Dioxide,CO2,WV,Bottom,2014.0,GHG,11654260.91559178,TON
Pollutant,Carbon Monoxide,CO,WV,Bottom,2014.0,GHG,173600.720162288,TON
Pollutant,Chromium (VI),Cr VI,WV,Bottom,2014.0,Health,0.5201910873502198,LB
Pollutant,Manganese,Mn,WV,Bottom,2014.0,Health,225.1547044579936,LB
Pollutant,Mercury,Hg,WV,Bottom,2014.0,Health,4.527643922756438,LB
Pollutant,Methane,CH4,WV,Bottom,2014.0,GHG,641.98215131763,TON
Pollutant,Nickel,Ni,WV,Bottom,2014.0,Health,98.13897865720485,LB
Pollutant,Nitrogen Oxides,NOx,WV,Bottom,2014.0,Health,40879.7315886615,TON
Pollutant,Nitrous Oxide,N2O,WV,Bottom,2014.0,GHG,357.803744570791,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,WV,Bottom,2014.0,Health,2122.1407267642,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,WV,Bottom,2014.0,Health,1336.7464288654419,TON
Pollutant,Sulfur Dioxide,SO2,WV,Bottom,2014.0,Health,175.68068049820099,TON
Pollutant,Volatile Organic Compounds,VOC,WV,Bottom,2014.0,Health,17352.6740786748,TON
Pollutant,Carbon Dioxide,CO2,AL,Bottom,2014.0,GHG,39592791.4935562,TON
Pollutant,Carbon Monoxide,CO,AL,Bottom,2014.0,GHG,716553.709592037,TON
Pollutant,Chromium (VI),Cr VI,AL,Bottom,2014.0,Health,1.73979176974456,LB
Pollutant,Manganese,Mn,AL,Bottom,2014.0,Health,933.9187767711236,LB
Pollutant,Mercury,Hg,AL,Bottom,2014.0,Health,15.57191095756918,LB
Pollutant,Methane,CH4,AL,Bottom,2014.0,GHG,2014.72730745807,TON
Pollutant,Nickel,Ni,AL,Bottom,2014.0,Health,307.2620427337796,LB
Pollutant,Nitrogen Oxides,NOx,AL,Bottom,2014.0,Health,129445.4644821848,TON
Pollutant,Nitrous Oxide,N2O,AL,Bottom,2014.0,GHG,1361.93349922344,TON
Pollutant,PM10 Primary (Filt + Cond),PM10 Prime,AL,Bottom,2014.0,Health,7149.4518843642,TON
Pollutant,PM2.5 Primary (Filt + Cond),PM2.5 Prime,AL,Bottom,2014.0,Health,3918.739084032363,TON
Pollutant,Sulfur Dioxide,SO2,AL,Bottom,2014.0,Health,723.786686989621,TON
Pollutant,Volatile Organic Compounds,VOC,AL,Bottom,2014.0,Health,67278.3247585647,TON
Pollutant,Carbon Dioxide,CO2,KY,Bottom,2014.0,GHG,29372673.1805198,TON
Pollutant,Carbon Monoxide,CO,KY,Bottom,2014.0,GHG,486485.715909936,TON
Pollutant,Chromium (VI),Cr VI,KY,Bottom,2014.0,Health,1.274554821035658,LB
Pollutant,Manganese,Mn,KY,Bottom,2014.0,Health,627.028141667184,LB
Pollutant,Mercury,Hg,KY,Bottom,2014.0,Health,11.181619548725,LB
